Group,Mn,Fe,Ca,Mg,Y,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,P
Aplite,10.281,32.053,0.529,0.402,642.8311642,0.002369269,0.055571742,0.003096925,0.083255444,1.173792678,0.016176216,12.61326383,9.217856136,94.10985102,20.7933058,60.18512283,11.02692082,85.64600823,10.9226179,455.2088521
Aplite,10.275,32.228,0.35,0.406,512.3685735,0,0.007489037,0.002949109,0.057221591,1.086076545,0.006589867,11.6186914,8.172548053,78.50150291,15.02993394,39.54023438,6.574078148,48.29675864,5.678563474,362.9411868
SW,16.34,22.97,2.75,1.32,2806.24,1.031538462,4.024615385,1.795384615,28.03615385,53.67538462,1.376923077,140.2530769,47.14307692,444.2269231,99.87692308,299.8423077,40.30076923,265.3469231,37.45692308,90.36538462
SW,20.39,19.63,2.61,0.57,3451.502308,0.243076923,2.187692308,1.45,25.74846154,89.22769231,2.183076923,285.3638462,76.84076923,565.0538462,105.4123077,289.3176923,37.55538462,238.9484615,31.92,103.59
SW,15.59,23.19,2.95,0.91,3267.150909,0.977777778,2.596666667,1,12.53222222,63.51272727,4.418181818,126.8945455,46.32090909,476.2318182,110.6945455,327.7318182,44.07363636,287.8690909,39.32909091,89.89909091
SH,11.39,28.72,1.53,0.5,1690.973333,0.025,0.046666667,0.025,0.338333333,5.081666667,0.07,55.625,25.85833333,260.8366667,48.975,128.0166667,17.58333333,116.9883333,9.793333333,100.51
SH,11.28,28.84,1.61,0.44,1700.43,0.105714286,0.112857143,0.022857143,0.251428571,4.937142857,0.034285714,55.73571429,26.76142857,254.9485714,44.32571429,104.4914286,13.11571429,79.00428571,5.518571429,78.00571429
SH,11.68,28.26,1.5,0.44,2036.0925,0.16125,0.3275,0.0575,0.405,4.52375,0.0575,50.825,25.4825,286.2375,66.26,207.8425,35.555,274.7975,28.40875,127.4975
BA,20.52,20.3,1.94,0.24,2303.155,0.107142857,0.200714286,0.073571429,1.657857143,36.165,0.786428571,317.5985714,94.70642857,501.6521429,48.86857143,69.09714286,5.881428571,26.99571429,2.399285714,86.03714286
BA,21.5,19.7,1.98,0.15,2937.031667,0.03,0.133333333,0.075,2.283333333,45.94333333,0.961666667,388.1166667,115.1483333,638.42,66.61,99.21833333,9.058333333,44.94166667,4.043333333,74.78833333
RM,12.23,29.98,0.93,0.13,1846.97,0.13,0.29,0.082857143,0.48,6.601428571,0.031428571,89.18714286,43.35,323.92,38.31285714,75.52857143,9.244285714,48.58857143,4.635714286,124.0171429
RM,12.56,29.56,0.87,0.06,1407.89,0.04,0.068571429,0.02,0.188571429,3.298571429,0.051428571,56.65571429,33.75142857,245.8685714,26.45285714,52.76285714,7.437142857,46.1,5.447142857,98.04857143
RM,13.19,29.17,0.91,0.08,1273.84,0.05,0.081428571,0.045714286,0.118571429,4.097142857,0.044285714,61.04142857,33.21857143,225.6614286,23.32285714,43.92571429,6,36.11142857,4.265714286,55.38285714
HO,17.78,21.9,1.91,0.23,5042.716667,0.07,0.375,0.24,3.713333333,26.97833333,0.616666667,276.0866667,100.4716667,843.02,150.2366667,400.4,56.93,347.7116667,44.105,118.96
HO,18.31,22.63,1.46,0.45,4341.702,0.554,0.46,0.354,3.692,23.864,0.572,224.674,84.71,739.532,137.732,356.102,52.6,319.124,39.382,55.562
HO,19.04,20.73,2.01,0.23,6474.3825,0.08,0.34625,0.25125,5.71875,47.335,1.09125,395.2675,136.65125,1121.72875,197.55375,511.76875,71.76125,437.935,55.46875,82.78125
